127.0.0.1 - - [18/Jun/2021:10:23:48 +0530] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:16:28 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:16:28 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:16:31 +0530] "GET /trustworthy_evote/viewcan.jsp HTTP/1.1" 200 5401
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:16:31 +0530] "GET /trustworthy_evote/Document/2.png HTTP/1.1" 200 19961
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:16:31 +0530] "GET /trustworthy_evote/Document/6.png HTTP/1.1" 200 4969
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:16:31 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:16:31 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:16:31 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:16:31 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:16:31 +0530] "GET /trustworthy_evote/Document/police-badge-8-567360.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:16:43 +0530] "GET /trustworthy_evote/candidate.jsp HTTP/1.1" 200 5765
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:16:43 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:16:43 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:16:43 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:24 +0530] "POST /trustworthy_evote/candb.jsp HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:26 +0530] "GET /trustworthy_evote/candidate.jsp HTTP/1.1" 200 5765
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:26 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:26 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:26 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:28 +0530] "GET /trustworthy_evote/viewcan.jsp HTTP/1.1" 200 5634
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:28 +0530] "GET /trustworthy_evote/Document/police-badge-8-567360.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:28 +0530] "GET /trustworthy_evote/Document/2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:29 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:29 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:29 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:29 +0530] "GET /trustworthy_evote/Document/3.png HTTP/1.1" 200 99419
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:29 +0530] "GET /trustworthy_evote/Document/6.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:38 +0530] "GET /trustworthy_evote/candidate.jsp HTTP/1.1" 200 5765
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:38 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:38 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:38 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:40 +0530] "GET /trustworthy_evote/chart.jsp HTTP/1.1" 200 5580
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:40 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:40 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:40 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:40 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:40 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:40 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:44 +0530] "GET /trustworthy_evote/chart.jsp?type=bar HTTP/1.1" 200 5579
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:44 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:44 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:44 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:44 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:44 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:44 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:49 +0530] "GET /trustworthy_evote/eclogin.jsp HTTP/1.1" 200 4915
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:49 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:49 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:49 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:49 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:49 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:51 +0530] "GET /trustworthy_evote/userlogin.jsp HTTP/1.1" 200 4943
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:51 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:51 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:19:51 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:20:58 +0530] "GET /trustworthy_evote/userregistration.jsp HTTP/1.1" 200 4858
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:20:58 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:20:58 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:20:58 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:22:02 +0530] "POST /trustworthy_evote/userregdb.jsp HTTP/1.1" 200 406
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:22:04 +0530] "GET /trustworthy_evote/userregistration.jsp HTTP/1.1" 200 4858
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:22:04 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:22:04 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:22:04 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:22:04 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:22:04 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:22:06 +0530] "GET /trustworthy_evote/userlogin.jsp HTTP/1.1" 200 4943
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:22:06 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:22:06 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:22:06 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:22:06 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:22:06 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:22:25 +0530] "POST /trustworthy_evote/userlogindb.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:22:25 +0530] "GET /trustworthy_evote/user.jsp HTTP/1.1" 200 3195
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:22:25 +0530] "GET /trustworthy_evote/Document/police-badge-8-567360.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:22:25 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:22:25 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:22:25 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:22:25 +0530] "GET /trustworthy_evote/images/click-me-button.png HTTP/1.1" 200 6973
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:22:25 +0530] "GET /trustworthy_evote/Document/6.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:22:25 +0530] "GET /trustworthy_evote/Document/2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:28:22 +0530] "GET /trustworthy_evote/user.jsp HTTP/1.1" 200 5245
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:28:22 +0530] "GET /trustworthy_evote/Document/2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:28:22 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:28:22 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:28:22 +0530] "GET /trustworthy_evote/Document/police-badge-8-567360.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:28:22 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:28:22 +0530] "GET /trustworthy_evote/Document/6.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:28:55 +0530] "GET /trustworthy_evote/user.jsp HTTP/1.1" 200 5231
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:28:56 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:28:56 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:28:56 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:28:56 +0530] "GET /trustworthy_evote/assets/img/elogo.png HTTP/1.1" 200 18017
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:29:10 +0530] "GET /trustworthy_evote/vote.jsp?id=2 HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:29:12 +0530] "GET /trustworthy_evote/userlogin.jsp HTTP/1.1" 200 4943
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:29:12 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:29:12 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:29:12 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:29:18 +0530] "GET /trustworthy_evote/userregistration.jsp HTTP/1.1" 200 4858
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:29:18 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:29:18 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:29:18 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:29:18 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:29:18 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:05 +0530] "POST /trustworthy_evote/userregdb.jsp HTTP/1.1" 200 398
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:08 +0530] "GET /trustworthy_evote/userregistration.jsp HTTP/1.1" 200 4858
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:08 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:08 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:08 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:08 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:08 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:11 +0530] "GET /trustworthy_evote/userlogin.jsp HTTP/1.1" 200 4943
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:11 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:11 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:11 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:18 +0530] "POST /trustworthy_evote/userlogindb.jsp HTTP/1.1" 200 400
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:19 +0530] "GET /trustworthy_evote/userlogin.jsp HTTP/1.1" 200 4943
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:19 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:19 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:19 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:19 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:20 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:23 +0530] "GET /trustworthy_evote/userregistration.jsp HTTP/1.1" 200 4858
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:23 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:23 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:23 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:23 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:23 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:55 +0530] "GET /trustworthy_evote/userregistration.jsp HTTP/1.1" 200 4858
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:55 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:55 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:55 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:55 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:55 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:30:55 +0530] "GET /trustworthy_evote/assets/img/elogo.png HTTP/1.1" 200 18017
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:31:05 +0530] "GET /trustworthy_evote/userregistration.jsp HTTP/1.1" 200 4860
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:31:05 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:31:05 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:31:05 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:31:05 +0530] "GET /trustworthy_evote/assets/img/elogo.png HTTP/1.1" 200 18017
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:32:50 +0530] "GET /trustworthy_evote/userregistration.jsp HTTP/1.1" 200 4868
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:32:50 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:32:50 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:32:50 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:32:50 +0530] "GET /trustworthy_evote/assets/img/elogo.png HTTP/1.1" 200 18017
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:33:24 +0530] "POST /trustworthy_evote/userregdb.jsp HTTP/1.1" 200 406
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:33:26 +0530] "GET /trustworthy_evote/userregistration.jsp HTTP/1.1" 200 4868
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:33:26 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:33:26 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:33:26 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:33:27 +0530] "GET /trustworthy_evote/userlogin.jsp HTTP/1.1" 200 4943
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:33:27 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:33:27 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:33:27 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:33:27 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:33:27 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:33:42 +0530] "POST /trustworthy_evote/userlogindb.jsp HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:33:44 +0530] "GET /trustworthy_evote/userlogin.jsp HTTP/1.1" 200 4943
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:33:44 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:33:44 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:33:44 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:34:10 +0530] "POST /trustworthy_evote/userlogindb.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:34:10 +0530] "GET /trustworthy_evote/user.jsp HTTP/1.1" 200 5231
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:34:10 +0530] "GET /trustworthy_evote/Document/police-badge-8-567360.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:34:10 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:34:10 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:34:10 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:34:10 +0530] "GET /trustworthy_evote/Document/2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:34:10 +0530] "GET /trustworthy_evote/Document/6.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:34:15 +0530] "GET /trustworthy_evote/vote.jsp?id=2 HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:34:17 +0530] "GET /trustworthy_evote/userlogin.jsp HTTP/1.1" 200 4943
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:34:17 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:34:17 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:34:17 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:34:49 +0530] "GET /trustworthy_evote/userlogin.jsp HTTP/1.1" 200 4935
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:34:49 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:34:49 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:34:49 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:34:49 +0530] "GET /trustworthy_evote/assets/img/elogo.png HTTP/1.1" 200 18017
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:35:10 +0530] "POST /trustworthy_evote/userlogindb.jsp HTTP/1.1" 200 400
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:35:12 +0530] "GET /trustworthy_evote/userlogin.jsp HTTP/1.1" 200 4935
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:35:12 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:35:12 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:35:12 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:35:32 +0530] "GET /trustworthy_evote/eclogin.jsp HTTP/1.1" 200 4915
